review_id,source,post_date,rating,theme,theme_name,is_question,text
R0014,知乎,2025-03-29,1,order_sync,订单漏单/同步延迟,0,旺季实测，取消的订单不同步，仓库照发，货发了钱也退了，大促根本不敢放量 有没有同款情况的卖家
R0457,官方社区,2025-05-29,3,logistics,物流单号同步慢/回传失败,1,物流单号一直不回传是怎么回事？要在哪里重新推送？
R0666,小红书,2025-08-16,1,finance,对账与财务能力弱,0,利润报表算不准，头程运费和广告费分摊逻辑看不懂，仓库白忙一场，老板已经在问我了😭
R0047,知乎,2025-07-21,5,praise,正向评价,0,免费版就够用，小卖家福音，客服回复也及时，五星，有用点个赞
R0431,小红书,2025-03-04,1,order_sync,订单漏单/同步延迟,0,取消的订单不同步，仓库照发，货发了钱也退了
R0709,小米应用商店,2025-06-05,1,pricing,价格与收费争议,0,老用户说句公道话，免费试用到期直接扣费，事先没有明显提醒，半夜还在手动补
R0450,知乎,2025-03-22,3,onboarding,上手成本高/引导不足,1,速卖通授权令牌过期了怎么重新授权？订单会漏吗？无语了
R0171,App Store,2025-03-15,5,praise,正向评价,0,打单发货一条龙，仓库效率提升明显，老板说今年再加席位，有用点个赞😭
R0869,App Store,2025-06-17,,ad,广告灌水,0,回收店铺 秒款 长期有效 vx: shopxxxx
R0917,小米应用商店,2025-05-17,,ad,广告灌水,0,货代一手价格 美国欧洲专线 联系Q群 88xxxx88
R0441,官方社区,2025-03-04,2,pricing,价格与收费争议,0,求助，旺季临时加席位比平时贵一倍，趁火打劫吗，有用点个赞
R0473,App Store,2025-03-03,3,praise,正向评价,0,整体满意，小毛病有但迭代能看到在改，继续加油
R0712,华为应用市场,2025-06-20,1,support,客服响应慢/处理周期长,0,老用户说句公道话，报错了找客服来回踢皮球，半天没解决！！！
R0876,官方社区,2025-04-09,,ad,广告灌水,0,刷单测评资源稳如狗 主页有联系方式
R0096,App Store,2025-08-23,3,inventory,多平台库存不同步/超卖,1,两个店铺共用一个仓库，库存怎么设置才能同步扣减？🤦
R1005,App Store,2025-08-24,5,praise,正向评价,0,多店铺多平台统一管理，TikTok Shop扩店一点不慌，同意楼上
R0487,官方社区,2025-07-04,5,support,客服响应慢/处理周期长,0,旺季实测，专属客户成功经理很负责，大促前主动提醒备货压测，好评
R0297,App Store,2025-08-22,4,inventory,多平台库存不同步/超卖,0,用了大半年，库存同步基本准，但大促那几分钟会延迟，建议留点缓冲，有用点个赞
R0725,华为应用市场,2025-08-10,5,logistics,物流单号同步慢/回传失败,0,云帆对接的物流渠道是真的全，燕文一键下单打单很顺……
R0448,小红书,2025-03-01,5,praise,正向评价,0,真的服了，系统稳定功能扎实，换了三家ERP最后在云帆安家 #跨境电商
R0106,官方社区,2025-08-02,1,onboarding,上手成本高/引导不足,0,上手太难了，功能入口藏得深，新运营培训一周还是懵，大家注意避坑
R0849,小米应用商店,2025-08-31,3,finance,对账与财务能力弱,1,Wish平台扣费怎么和订单逐单对账？求操作教程
R0305,知乎,2025-07-18,5,support,客服响应慢/处理周期长,0,客观说一句，技术支持凌晨还在帮我处理面单问题，确实被感动到，大家注意避坑
R0045,知乎,2025-07-26,3,praise,正向评价,0,整体满意，小毛病有但迭代能看到在改，继续加油！！！
R0791,华为应用市场,2025-03-09,2,support,客服响应慢/处理周期长,0,小卖家一枚，续费之前天天嘘寒问暖，出问题人都找不到，有用点个赞
R0767,官方社区,2025-06-14,1,pricing,价格与收费争议,0,求助，旺季临时加席位比平时贵一倍，趁火打劫吗，老板已经在问我了
R0701,小红书,2025-06-10,3,onboarding,上手成本高/引导不足,1,初始化导入商品有模板吗？字段填错了怎么批量改？
R0158,小米应用商店,2025-08-19,3,stability,系统卡顿/大促不稳定,1,同步任务失败后在哪里手动重跑？找不到入口
R0578,App Store,2025-07-19,2,order_sync,订单漏单/同步延迟,0,旺季实测，合单拆单逻辑乱，同一买家两单合了之后库存扣错，买家天天催发货 有没有同款情况的卖家
R0299,华为应用市场,2025-03-10,5,stability,系统卡顿/大促不稳定,0,老用户说句公道话，Prime Day当天单量翻五倍系统也扛住了，稳定性可以
R0836,小米应用商店,2025-07-20,2,inventory,多平台库存不同步/超卖,0,真的服了，盘点功能难用，盘完差异一大把也不知道哪笔单扣错
R0246,华为应用市场,2025-04-25,2,onboarding,上手成本高/引导不足,0,用了大半年，帮助中心像产品说明书，没有实操案例看完还是不会，光这个每月损失不少钱 #跨境电商
R0411,App Store,2025-08-13,3,inventory,多平台库存不同步/超卖,0,真的服了，库存同步基本准，但大促那几分钟会延迟，建议留点缓冲！！！
R0465,小红书,2025-05-20,1,logistics,物流单号同步慢/回传失败,0,老用户说句公道话，批量发货后单号回传成功率不到九成，每天都要人工核，买家天天催发货！！！
R0064,官方社区,2025-08-29,3,inventory,多平台库存不同步/超卖,1,盘点单审核后差异会自动调整库存吗？
R0230,官方社区,2025-07-21,1,listing,刊登与商品管理问题,0,小卖家一枚，小语种翻译机翻味太重，还得自己重新润色，退款退到麻木……
R0632,小红书,2025-04-28,1,support,客服响应慢/处理周期长,0,客观说一句，客服只会让清缓存重启，明显是bug也不承认，仓库白忙一场，有用点个赞
R0163,小红书,2025-06-03,3,inventory,多平台库存不同步/超卖,1,库存同步频率在哪里调？能不能按店铺分别设置？😤
R0213,小红书,2025-05-08,2,onboarding,上手成本高/引导不足,0,真的服了，帮助中心像产品说明书，没有实操案例看完还是不会，光这个每月损失不少钱
R0360,官方社区,2025-07-29,3,listing,刊登与商品管理问题,0,用了大半年，刊登够用但谈不上多好用，批量功能再强点就好 有没有同款情况的卖家
R0983,知乎,2025-09-04,3,support,客服响应慢/处理周期长,1,能不能加急处理？店铺因为同步问题已经停发半天了
R0792,小红书,2025-05-05,3,praise,正向评价,0,求助，整体满意，小毛病有但迭代能看到在改，继续加油……
R1018,小红书,2025-05-26,1,onboarding,上手成本高/引导不足,0,新手引导基本等于没有，全靠自己摸和问客服……吧
R0008,小米应用商店,2025-05-07,2,support,客服响应慢/处理周期长,0,说实话，报错了找客服来回踢皮球，一天没解决
R0069,华为应用市场,2025-03-02,4,praise,正向评价,0,仓库从纸单换到PDA拣货，错发率基本归零，大家注意避坑
R0653,小红书,2025-03-08,5,inventory,多平台库存不同步/超卖,1,采购在途数量怎么统计？为什么和供应商发货数对不上？
R0839,小红书,2025-07-29,5,onboarding,上手成本高/引导不足,0,老用户说句公道话，实施顾问很耐心，七天陪跑首单就跑通了，比想象顺利
R0617,知乎,2025-07-09,5,finance,对账与财务能力弱,0,吐槽一下，以前对账要三天现在半天搞定，财务再也不加班了 #跨境电商
R1011,App Store,2025-06-25,5,praise,正向评价,0,求助，打单发货一条龙，仓库效率提升明显，老板说今年再加席位…… 我也遇到了
R0969,App Store,2025-08-20,5,praise,正向评价,0,仓库从纸单换到PDA拣货，错发率基本归零
R0249,App Store,2025-04-28,4,order_sync,订单漏单/同步延迟,1,自动合单规则在哪里配置？为什么有的合了有的没合？
R0400,官方社区,2025-07-24,4,logistics,物流单号同步慢/回传失败,1,请问物流轨迹多久同步一次？为什么买家说查不到？
R0744,App Store,2025-08-04,1,inventory,多平台库存不同步/超卖,0,小卖家一枚，可售库存和可用库存两个口径把新运营绕晕了，半夜还在手动补 #跨境电商
R1006,App Store,2025-05-03,2,support,客服响应慢/处理周期长,0,客观说一句，报错了找客服来回踢皮球，好几天没解决，同意楼上
R0115,App Store,2025-07-26,5,inventory,多平台库存不同步/超卖,0,小卖家一枚，超卖预警救了我好几次，库存一到阈值自动下架，Shopee评分稳了……
R0194,官方社区,2025-08-06,5,inventory,多平台库存不同步/超卖,0,旺季实测，超卖预警救了我好几次，库存一到阈值自动下架，TikTok Shop评分稳了，老板已经在问我了
R0984,App Store,2025-05-21,3,onboarding,上手成本高/引导不足,0,客观说一句，刚用觉得乱用顺了还好，前两周劝退期挺过去就行
R0315,App Store,2025-05-15,1,finance,对账与财务能力弱,0,吐槽一下，物流费只能对总金额，单号维度对不了，差异查不到！！！
R0734,知乎,2025-07-16,1,order_sync,订单漏单/同步延迟,0,异常订单不标红不提醒，混在正常单里差点发错
R0257,知乎,2025-06-20,5,praise,正向评价,0,说实话，手机端查订单看数据方便，出差也能盯店铺
R0619,官方社区,2025-08-06,3,inventory,多平台库存不同步/超卖,1,安全库存预警的通知在哪里开？一直收不到提醒
R0153,华为应用市场,2025-08-23,1,stability,系统卡顿/大促不稳定,0,页面加载慢得像拨号上网，打开库存页要等十几秒
R0700,App Store,2025-03-05,1,order_sync,订单漏单/同步延迟,0,老用户说句公道话，虾皮订单同步漏单！月底对账发现少了十几单，细思极恐，差评警告，大家注意避坑
R0396,App Store,2025-04-18,5,praise,正向评价,0,真的服了，用了三年的老用户，功能全更新快，Temu生意做大一半靠它，真心推荐……无语了
R0994,小红书,2025-08-02,3,support,客服响应慢/处理周期长,1,客服远程协助怎么申请？需要开什么权限？
R0128,小红书,2025-07-12,5,stability,系统卡顿/大促不稳定,0,真的服了，用了两年基本没宕过机，比之前换的那家强太多，有用点个赞
R0951,App Store,2025-05-02,3,listing,刊登与商品管理问题,0,说实话，刊登够用但谈不上多好用，批量功能再强点就好！！！
R0872,小米应用商店,2025-07-08,,ad,广告灌水,0,需要代运营的加我微信 vx8xx9，资深运营一对一指导，包爆款
R0285,App Store,2025-05-17,5,logistics,物流单号同步慢/回传失败,0,批量打单加自动回传，旺季一天三千单也没出错……
R0551,小米应用商店,2025-08-01,2,onboarding,上手成本高/引导不足,0,求助，帮助中心像产品说明书，没有实操案例看完还是不会，买家天天催发货 有没有同款情况的卖家
R0835,官方社区,2025-08-06,1,order_sync,订单漏单/同步延迟,0,说实话，订单同步延迟十几小时以上，发货时效被拉垮 #跨境电商
R0255,官方社区,2025-07-04,5,praise,正向评价,0,小卖家一枚，从选品刊登到发货对账全链路打通，数据不用倒来倒去……
R0066,华为应用市场,2025-04-06,1,inventory,多平台库存不同步/超卖,0,求助，可售库存和可用库存两个口径把新运营绕晕了，退款退到麻木
R0552,小米应用商店,2025-08-02,2,pricing,价格与收费争议,0,客观说一句，旺季临时加席位比平时贵一倍，趁火打劫吗
R1016,App Store,2025-06-28,3,stability,系统卡顿/大促不稳定,0,求助，卡顿有但能接受，希望继续优化服务器。。。
R1001,App Store,2025-04-22,4,praise,正向评价,0,中规中矩不出错，跨境工具里算第一梯队 #跨境电商
R0717,官方社区,2025-07-22,3,order_sync,订单漏单/同步延迟,1,Shopee有订单系统里没同步过来，怎么手动拉取？
R0754,App Store,2025-06-21,4,listing,刊登与商品管理问题,0,真的服了，采集搬家加批量刊登效率很高，上新品速度快一倍，老板已经在问我了
R0060,小红书,2025-08-27,3,logistics,物流单号同步慢/回传失败,0,求助，单号回传有延迟但能接受，希望加个回传失败自动重试 #跨境电商
R0749,华为应用市场,2025-03-09,1,inventory,多平台库存不同步/超卖,0,虾皮活动锁库存不同步，活动结束就超卖了
R0894,官方社区,2025-04-06,,ad,广告灌水,0,自用店铺转让 带审核 有意私聊
R1024,小红书,2025-07-22,1,logistics,物流单号同步慢/回传失败,0,说实话，Temu订单换了跟踪号之后系统里不同步，轨迹直接断掉……，同意楼上
R0323,App Store,2025-04-08,1,onboarding,上手成本高/引导不足,0,吐槽一下，培训约了十几次都改期，最后只能看录播自学 有没有同款情况的卖家
R0386,官方社区,2025-03-22,3,listing,刊登与商品管理问题,0,真的服了，刊登够用但谈不上多好用，批量功能再强点就好 有没有同款情况的卖家
R0761,小红书,2025-04-23,5,praise,正向评价,0,吐槽一下，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失 有没有同款情况的卖家
R1012,知乎,2025-04-25,4,support,客服响应慢/处理周期长,1,工单在哪里看进度？提交了完全不知道排到哪了，同意楼上
R0667,知乎,2025-06-14,3,pricing,价格与收费争议,1,年付和月付差多少钱？有没有老客户续费优惠？
R0332,华为应用市场,2025-05-14,1,logistics,物流单号同步慢/回传失败,0,求助，物流轨迹更新延迟十几个小时，买家问货到哪了我比他还懵
R0641,小米应用商店,2025-07-30,4,order_sync,订单漏单/同步延迟,0,求助，同步基本及时，个别订单要手动拉一下，整体可以接受，有用点个赞
R0851,App Store,2025-08-23,,ad,广告灌水,0,ERP返现渠道找我 比官方便宜20% 懂的来
R0901,App Store,2025-08-16,,ad,广告灌水,0,招跨境运营助理 朝九晚六底薪6k 地点深圳 详情看主页
R0915,App Store,2025-04-14,,ad,广告灌水,0,ERP返现渠道找我 比官方便宜20% 懂的来
R0609,小红书,2025-05-13,4,praise,正向评价,0,整体满意，小毛病有但迭代能看到在改，继续加油，有用点个赞
R0422,App Store,2025-03-11,1,finance,对账与财务能力弱,0,客观说一句，物流费只能对总金额，单号维度对不了，差异查不到，老板已经在问我了
R0223,小红书,2025-07-22,2,inventory,多平台库存不同步/超卖,0,小卖家一枚，多平台库存根本不同步，Wish卖超了系统里还有货 有没有同款情况的卖家
R0797,小米应用商店,2025-07-06,1,inventory,多平台库存不同步/超卖,0,用了大半年，多平台库存根本不同步，Temu卖超了系统里还有货，平台扣分扣到肉疼
R0660,小红书,2025-03-10,3,support,客服响应慢/处理周期长,0,真的服了，客服态度还行就是专业度参差，复杂问题得等他们问技术
R0885,小红书,2025-07-05,,ad,广告灌水,0,ERP返现渠道找我 比官方便宜20% 懂的来
R0225,小米应用商店,2025-04-14,1,order_sync,订单漏单/同步延迟,0,吐槽一下，Temu多属性订单同步过来规格全乱，发错颜色一次，大家注意避坑
R0436,华为应用市场,2025-07-29,1,inventory,多平台库存不同步/超卖,0,旺季实测，TikTok和虾皮共用一个仓库库存，两边对不上只能手动分
R0438,华为应用市场,2025-03-26,5,finance,对账与财务能力弱,0,客观说一句，以前对账要三天现在半天搞定，财务再也不加班了
R1015,知乎,2025-04-09,,ad,广告灌水,0,推荐一个选品工具比这个好用多了 链接放评论区吧
R0580,官方社区,2025-06-20,3,pricing,价格与收费争议,0,客观说一句，价格中等，主要看旺季能不能撑住，撑住就值
R0005,小红书,2025-08-01,4,inventory,多平台库存不同步/超卖,1,多仓调拨在途库存算哪个仓库？可用数对不上
R0127,小红书,2025-05-31,5,praise,正向评价,0,用了大半年，从选品刊登到发货对账全链路打通，数据不用倒来倒去 #跨境电商
R0293,App Store,2025-06-30,3,inventory,多平台库存不同步/超卖,1,为什么系统库存和实际盘点对不上？应该从哪里排查？
R0664,官方社区,2025-05-15,1,inventory,多平台库存不同步/超卖,0,客观说一句，虾皮活动锁库存不同步，活动结束就超卖了！！！😤
R0574,小红书,2025-05-23,5,stability,系统卡顿/大促不稳定,1,同步任务失败后在哪里手动重跑？找不到入口
R0546,App Store,2025-06-27,1,logistics,物流单号同步慢/回传失败,0,旺季实测，自定义物流渠道配了两次都不生效，文档也写不清楚，有用点个赞
R0334,App Store,2025-06-04,3,inventory,多平台库存不同步/超卖,1,盘点单审核后差异会自动调整库存吗？
R0437,App Store,2025-04-08,3,stability,系统卡顿/大促不稳定,1,订单页一直转圈加载不出来是什么原因？清缓存也没用
R0652,官方社区,2025-05-12,5,praise,正向评价,0,系统稳定功能扎实，换了三家ERP最后在云帆安家😤
R0549,App Store,2025-05-19,5,support,客服响应慢/处理周期长,0,专属客户成功经理很负责，大促前主动提醒备货压测，好评
R0996,知乎,2025-07-31,1,order_sync,订单漏单/同步延迟,0,异常订单不标红不提醒，混在正常单里差点发错
R0446,官方社区,2025-03-01,3,order_sync,订单漏单/同步延迟,0,漏单遇到过两次，重跑同步就好，希望能自动重试，大家注意避坑
R0735,知乎,2025-03-11,5,inventory,多平台库存不同步/超卖,1,为什么系统库存和实际盘点对不上？应该从哪里排查？
R0083,知乎,2025-07-19,1,onboarding,上手成本高/引导不足,0,小卖家一枚，培训约了半次都改期，最后只能看录播自学
R0023,小红书,2025-05-10,1,logistics,物流单号同步慢/回传失败,0,旺季实测，ERP显示已发货，亚马逊后台还是待发货，单号丢了半单！！！
R0614,小红书,2025-03-28,3,logistics,物流单号同步慢/回传失败,1,请问物流轨迹多久同步一次？为什么买家说查不到？
R0248,小米应用商店,2025-03-14,5,praise,正向评价,0,老用户说句公道话，手机端查订单看数据方便，出差也能盯店铺 #跨境电商
R0790,官方社区,2025-08-23,1,pricing,价格与收费争议,0,求助，年费比去年贵了将近三成，功能还是那些功能，退款退到麻木……
R0221,App Store,2025-06-16,5,onboarding,上手成本高/引导不足,0,说实话，实施顾问很耐心，七天陪跑首单就跑通了，比想象顺利……
R0413,App Store,2025-04-01,5,praise,正向评价,0,旺季实测，手机端查订单看数据方便，出差也能盯店铺！！！
R0041,App Store,2025-08-26,5,inventory,多平台库存不同步/超卖,0,求助，多平台多仓统一管库存之后，再没出现超卖纠纷……
R0773,小红书,2025-03-30,4,logistics,物流单号同步慢/回传失败,0,物流同步基本能用，就是邮政小包偶尔慢一点，手动刷新就好 有没有同款情况的卖家
R0684,华为应用市场,2025-05-28,5,logistics,物流单号同步慢/回传失败,0,批量打单加自动回传，旺季一天三千单也没出错，有用点个赞
R0941,小红书,2025-08-03,5,praise,正向评价,0,小卖家一枚，仓库从纸单换到PDA拣货，错发率基本归零
R0073,App Store,2025-04-13,4,inventory,多平台库存不同步/超卖,0,用了大半年，超卖预警救了我好几次，库存一到阈值自动下架，亚马逊评分稳了
R0189,小红书,2025-06-02,5,pricing,价格与收费争议,0,客观说一句，算下来比雇两个录入的人便宜多了，ROI还是划算的，老板已经在问我了
R0367,小米应用商店,2025-08-26,2,pricing,价格与收费争议,0,旺季实测，免费试用到期直接扣费，事先没有明显提醒，仓库白忙一场，大家注意避坑
R0039,App Store,2025-07-24,2,order_sync,订单漏单/同步延迟,0,客观说一句，自动审单规则经常误判，正常订单被拦成异常，差评警告 #跨境电商
R0618,官方社区,2025-03-23,2,order_sync,订单漏单/同步延迟,0,小卖家一枚，黑五那几天订单堆积同步不过来，手动导单导到怀疑人生🤦
R0167,华为应用市场,2025-08-25,2,finance,对账与财务能力弱,0,真的服了，物流费只能对总金额，单号维度对不了，差异查不到 有没有同款情况的卖家
R0944,华为应用市场,2025-08-12,5,onboarding,上手成本高/引导不足,1,SKU和平台商品怎么映射？导入模板怎么填？
R0087,官方社区,2025-03-11,3,order_sync,订单漏单/同步延迟,1,买家取消的订单为什么仓库还能看到？怎么拦截？
