customer_id,month,rule_id,severity,evidence,health
C0048,2025-04-01,R3,低,连续3月席位利用率 32%~42%、使用模块 4~5 个,38.5
C0051,2025-03-01,R1,高,登录连续两月环比下降 68%/44%（179→57→32次），健康度40.8,40.8
C0051,2025-04-01,R3,低,连续3月席位利用率 29%~43%、使用模块 4~5 个,38.7
C0052,2025-02-01,R4,中,合同 2025-03-15 到期（剩42天），健康度49.6,49.6
C0052,2025-03-01,R4,中,合同 2025-03-15 到期（剩14天），健康度47.8,47.8
C0055,2025-03-01,R1,高,登录连续两月环比下降 68%/42%（618→198→115次），健康度32.5,32.5
C0055,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度32.5,32.5
C0055,2025-04-01,R3,低,连续3月席位利用率 30%~43%、使用模块 4~5 个,29.7
C0055,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度29.7,29.7
C0058,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度65.6,65.6
C0058,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度69.6,69.6
C0061,2025-03-01,R4,中,合同 2025-04-20 到期（剩50天），健康度67.8,67.8
C0065,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度68.8,68.8
C0065,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度68.5,68.5
C0069,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度67.8,67.8
C0069,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度69.3,69.3
C0070,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度59.2,59.2
C0070,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度57.8,57.8
C0074,2025-06-01,R2,高,近2月工单较前2月增长 67%（1.5→2.5张/月），平均解决28h，CSAT 3.4,64.6
C0077,2025-06-01,R3,低,连续3月席位利用率 38%~46%、使用模块 3~4 个,37.3
C0077,2025-07-01,R3,低,连续3月席位利用率 33%~41%、使用模块 3~4 个,35.1
C0077,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度35.1,35.1
C0077,2025-08-01,R3,低,连续3月席位利用率 29%~38%、使用模块 2~3 个,31.6
C0077,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度31.6,31.6
C0082,2025-02-01,R4,中,合同 2025-03-20 到期（剩47天），健康度49.3,49.3
C0082,2025-03-01,R4,中,合同 2025-03-20 到期（剩19天），健康度46.8,46.8
C0082,2025-06-01,R3,低,连续3月席位利用率 37%~45%、使用模块 3~4 个,37.3
C0082,2025-07-01,R3,低,连续3月席位利用率 37%~41%、使用模块 3~4 个,37.1
C0082,2025-08-01,R3,低,连续3月席位利用率 29%~37%、使用模块 2~3 个,32.5
C0083,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度67.5,67.5
C0083,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度68.6,68.6
C0089,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度69.8,69.8
C0091,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度65.9,65.9
C0091,2025-05-01,R1,高,登录连续两月环比下降 47%/63%（299→158→58次），健康度45.4,45.4
C0091,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度45.4,45.4
C0091,2025-06-01,R1,高,登录连续两月环比下降 63%/57%（158→58→25次），健康度31.4,31.4
C0091,2025-07-01,R1,高,登录连续两月环比下降 57%/68%（58→25→8次），健康度28.9,28.9
C0091,2025-07-01,R2,高,近2月工单较前2月增长 77%（6.5→11.5张/月），平均解决28h，CSAT 3.1,28.9
C0091,2025-07-01,R3,低,连续3月席位利用率 4%~25%、使用模块 4~5 个,28.9
C0091,2025-08-01,R3,低,连续3月席位利用率 4%~11%、使用模块 3~4 个,26.2
C0092,2025-03-01,R1,高,登录连续两月环比下降 54%/64%（461→213→77次），健康度36.3,36.3
C0092,2025-04-01,R1,高,登录连续两月环比下降 64%/55%（213→77→35次），健康度22.1,22.1
C0092,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度22.1,22.1
C0092,2025-05-01,R1,高,登录连续两月环比下降 55%/66%（77→35→12次），健康度17.9,17.9
C0092,2025-05-01,R3,低,连续3月席位利用率 4%~23%、使用模块 3~6 个,17.9
C0092,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度17.9,17.9
C0093,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度68.5,68.5
C0093,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度69.5,69.5
C0098,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度68.5,68.5
C0098,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度69.6,69.6
C0101,2025-07-01,R1,高,登录连续两月环比下降 84%/85%（559→88→13次），健康度20.2,20.2
C0101,2025-07-01,R2,高,近2月工单较前2月增长 177%（15.0→41.5张/月），平均解决36h，CSAT 2.6,20.2
C0101,2025-07-01,R4,中,合同 2025-08-15 到期（剩45天），健康度20.2,20.2
C0101,2025-08-01,R1,高,登录连续两月环比下降 85%/92%（88→13→1次），健康度11.9,11.9
C0101,2025-08-01,R3,低,连续3月席位利用率 2%~30%、使用模块 1~4 个,11.9
C0101,2025-08-01,R4,中,合同 2025-08-15 到期（剩14天），健康度11.9,11.9
C0104,2025-03-01,R1,高,登录连续两月环比下降 47%/61%（857→453→178次），健康度35.7,35.7
C0104,2025-04-01,R1,高,登录连续两月环比下降 61%/55%（453→178→80次），健康度22.8,22.8
C0104,2025-05-01,R1,高,登录连续两月环比下降 55%/57%（178→80→34次），健康度18.5,18.5
C0104,2025-05-01,R3,低,连续3月席位利用率 5%~28%、使用模块 3~5 个,18.5
C0104,2025-06-01,R1,高,登录连续两月环比下降 57%/50%（80→34→17次），健康度17.1,17.1
C0104,2025-06-01,R3,低,连续3月席位利用率 3%~12%、使用模块 3~4 个,17.1
C0104,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度17.1,17.1
C0104,2025-07-01,R1,高,登录连续两月环比下降 50%/65%（34→17→6次），健康度12.7,12.7
C0104,2025-07-01,R3,低,连续3月席位利用率 1%~5%、使用模块 1~3 个,12.7
C0104,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度12.7,12.7
C0105,2025-03-01,R4,中,合同 2025-04-15 到期（剩45天），健康度68.7,68.7
C0105,2025-04-01,R4,中,合同 2025-04-15 到期（剩14天），健康度68.9,68.9
C0107,2025-03-01,R1,高,登录连续两月环比下降 62%/47%（40→15→8次），健康度39.8,39.8
C0107,2025-04-01,R3,低,连续3月席位利用率 29%~43%、使用模块 4~5 个,40.1
C0109,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度68.4,68.4
C0110,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度66.8,66.8
C0113,2025-03-01,R4,中,合同 2025-04-20 到期（剩50天），健康度67.8,67.8
C0113,2025-04-01,R1,高,登录连续两月环比下降 45%/61%（92→51→20次），健康度46.4,46.4
C0113,2025-04-01,R4,中,合同 2025-04-20 到期（剩19天），健康度46.4,46.4
C0113,2025-05-01,R1,高,登录连续两月环比下降 61%/50%（51→20→10次），健康度32.5,32.5
C0113,2025-06-01,R1,高,登录连续两月环比下降 50%/50%（20→10→5次），健康度28.1,28.1
C0113,2025-06-01,R3,低,连续3月席位利用率 7%~29%、使用模块 3~5 个,28.1
C0113,2025-07-01,R3,低,连续3月席位利用率 0%~14%、使用模块 3~4 个,16.0
C0113,2025-08-01,R3,低,连续3月席位利用率 0%~7%、使用模块 1~3 个,11.9
C0115,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度65.8,65.8
C0117,2025-04-01,R4,中,合同 2025-05-15 到期（剩44天），健康度66.5,66.5
C0117,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度65.2,65.2
C0119,2025-04-01,R4,中,合同 2025-05-15 到期（剩44天），健康度67.0,67.0
C0119,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度55.9,55.9
C0121,2025-03-01,R1,高,登录连续两月环比下降 45%/60%（325→178→72次），健康度35.3,35.3
C0121,2025-04-01,R1,高,登录连续两月环比下降 60%/50%（178→72→36次），健康度22.7,22.7
C0121,2025-05-01,R1,高,登录连续两月环比下降 50%/61%（72→36→14次），健康度18.5,18.5
C0121,2025-05-01,R3,低,连续3月席位利用率 5%~27%、使用模块 3~5 个,18.5
C0121,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度18.5,18.5
C0121,2025-06-01,R1,高,登录连续两月环比下降 61%/50%（36→14→7次），健康度15.8,15.8
C0121,2025-06-01,R3,低,连续3月席位利用率 3%~14%、使用模块 2~4 个,15.8
C0121,2025-06-01,R4,中,合同 2025-06-15 到期（剩14天），健康度15.8,15.8
C0124,2025-03-01,R1,高,登录连续两月环比下降 70%/44%（53→16→9次），健康度40.3,40.3
C0124,2025-04-01,R3,低,连续3月席位利用率 25%~38%、使用模块 4~5 个,39.3
C0126,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度48.3,48.3
C0126,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度44.7,44.7
C0128,2025-04-01,R1,高,登录连续两月环比下降 52%/67%（391→188→62次），健康度33.2,33.2
C0128,2025-05-01,R1,高,登录连续两月环比下降 67%/55%（188→62→28次），健康度21.3,21.3
C0128,2025-06-01,R1,高,登录连续两月环比下降 55%/50%（62→28→14次），健康度17.8,17.8
C0128,2025-06-01,R3,低,连续3月席位利用率 5%~21%、使用模块 3~5 个,17.8
C0128,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度17.8,17.8
C0128,2025-07-01,R1,高,登录连续两月环比下降 50%/50%（28→14→7次），健康度14.9,14.9
C0128,2025-07-01,R3,低,连续3月席位利用率 2%~9%、使用模块 2~4 个,14.9
C0128,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度14.9,14.9
C0129,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度59.6,59.6
C0129,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度55.4,55.4
C0133,2025-04-01,R4,中,合同 2025-05-15 到期（剩44天），健康度68.8,68.8
C0135,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度65.4,65.4
C0135,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度58.1,58.1
C0135,2025-04-01,R1,高,登录连续两月环比下降 41%/57%（497→293→125次），健康度39.7,39.7
C0135,2025-05-01,R1,高,登录连续两月环比下降 57%/48%（293→125→65次），健康度26.2,26.2
C0135,2025-06-01,R1,高,登录连续两月环比下降 48%/51%（125→65→32次），健康度18.9,18.9
C0135,2025-06-01,R3,低,连续3月席位利用率 9%~33%、使用模块 3~5 个,18.9
C0135,2025-07-01,R1,高,登录连续两月环比下降 51%/56%（65→32→14次），健康度17.2,17.2
C0135,2025-07-01,R3,低,连续3月席位利用率 4%~17%、使用模块 3~5 个,17.2
C0135,2025-08-01,R1,高,登录连续两月环比下降 56%/36%（32→14→9次），健康度14.6,14.6
C0135,2025-08-01,R3,低,连续3月席位利用率 2%~9%、使用模块 2~3 个,14.6
C0136,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度69.7,69.7
C0137,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度66.5,66.5
C0138,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度64.8,64.8
C0138,2025-06-01,R4,中,合同 2025-06-15 到期（剩14天），健康度68.4,68.4
C0139,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度69.3,69.3
C0139,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度68.7,68.7
C0143,2025-07-01,R1,高,登录连续两月环比下降 86%/84%（230→32→5次），健康度20.8,20.8
C0143,2025-07-01,R2,高,近2月工单较前2月增长 167%（6.0→16.0张/月），平均解决25h，CSAT 2.6,20.8
C0143,2025-08-01,R1,高,登录连续两月环比下降 84%/100%（32→5→0次），健康度12.1,12.1
C0143,2025-08-01,R3,低,连续3月席位利用率 3%~29%、使用模块 1~4 个,12.1
C0145,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度58.9,58.9
C0145,2025-03-01,R1,高,登录连续两月环比下降 65%/49%（130→45→23次），健康度41.6,41.6
C0145,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度41.6,41.6
C0145,2025-04-01,R3,低,连续3月席位利用率 28%~44%、使用模块 4~5 个,38.8
C0147,2025-06-01,R3,低,连续3月席位利用率 41%~47%、使用模块 3~4 个,48.5
C0147,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度48.5,48.5
C0147,2025-07-01,R3,低,连续3月席位利用率 35%~41%、使用模块 3~4 个,45.9
C0147,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度45.9,45.9
C0149,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度68.1,68.1
C0150,2025-07-01,R1,高,登录连续两月环比下降 85%/86%（453→70→10次），健康度20.9,20.9
C0150,2025-07-01,R4,中,合同 2025-08-20 到期（剩50天），健康度20.9,20.9
C0150,2025-08-01,R1,高,登录连续两月环比下降 86%/90%（70→10→1次），健康度12.8,12.8
C0150,2025-08-01,R3,低,连续3月席位利用率 2%~30%、使用模块 1~4 个,12.8
C0150,2025-08-01,R4,中,合同 2025-08-20 到期（剩19天），健康度12.8,12.8
C0153,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度63.9,63.9
C0153,2025-07-01,R1,高,登录连续两月环比下降 57%/62%（294→127→48次），健康度43.4,43.4
C0153,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度43.4,43.4
C0153,2025-08-01,R1,高,登录连续两月环比下降 62%/67%（127→48→16次），健康度29.8,29.8
C0154,2025-04-01,R1,高,登录连续两月环比下降 52%/62%（287→139→53次），健康度34.8,34.8
C0154,2025-05-01,R1,高,登录连续两月环比下降 62%/57%（139→53→23次），健康度31.4,31.4
C0154,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度31.4,31.4
C0154,2025-06-01,R1,高,登录连续两月环比下降 57%/48%（53→23→12次），健康度18.6,18.6
C0154,2025-06-01,R3,低,连续3月席位利用率 5%~24%、使用模块 3~5 个,18.6
C0154,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度18.6,18.6
C0154,2025-07-01,R1,高,登录连续两月环比下降 48%/50%（23→12→6次），健康度17.1,17.1
C0154,2025-07-01,R3,低,连续3月席位利用率 3%~11%、使用模块 3~4 个,17.1
C0154,2025-08-01,R3,低,连续3月席位利用率 0%~5%、使用模块 1~3 个,12.0
C0162,2025-02-01,R4,中,合同 2025-03-20 到期（剩47天），健康度69.9,69.9
C0162,2025-03-01,R4,中,合同 2025-03-20 到期（剩19天），健康度69.8,69.8
C0165,2025-06-01,R4,中,合同 2025-07-20 到期（剩49天），健康度69.1,69.1
C0166,2025-06-01,R1,高,登录连续两月环比下降 56%/63%（342→150→55次），健康度46.3,46.3
C0166,2025-07-01,R1,高,登录连续两月环比下降 63%/56%（150→55→24次），健康度31.1,31.1
C0166,2025-07-01,R2,高,近2月工单较前2月增长 57%（3.5→5.5张/月），平均解决24h，CSAT 3.4,31.1
C0166,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度31.1,31.1
C0166,2025-08-01,R1,高,登录连续两月环比下降 56%/67%（55→24→8次），健康度26.5,26.5
C0166,2025-08-01,R3,低,连续3月席位利用率 3%~23%、使用模块 3~6 个,26.5
C0166,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度26.5,26.5
C0167,2025-03-01,R1,高,登录连续两月环比下降 46%/70%（69→37→11次），健康度42.2,42.2
C0167,2025-03-01,R4,中,合同 2025-04-20 到期（剩50天），健康度42.2,42.2
C0167,2025-04-01,R1,高,登录连续两月环比下降 70%/55%（37→11→5次），健康度31.1,31.1
C0167,2025-04-01,R4,中,合同 2025-04-20 到期（剩19天），健康度31.1,31.1
C0169,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度60.2,60.2
C0169,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度59.0,59.0
C0171,2025-06-01,R1,高,登录连续两月环比下降 53%/70%（92→43→13次），健康度45.6,45.6
C0171,2025-06-01,R4,中,合同 2025-07-20 到期（剩49天），健康度45.6,45.6
C0171,2025-07-01,R1,高,登录连续两月环比下降 70%/54%（43→13→6次），健康度32.4,32.4
C0171,2025-07-01,R2,高,近2月工单较前2月增长 71%（3.5→6.0张/月），平均解决25h，CSAT 2.9,32.4
C0171,2025-07-01,R4,中,合同 2025-07-20 到期（剩19天），健康度32.4,32.4
C0172,2025-05-01,R4,中,合同 2025-06-20 到期（剩50天），健康度69.9,69.9
C0173,2025-03-01,R1,高,登录连续两月环比下降 54%/67%（400→185→61次），健康度34.3,34.3
C0173,2025-04-01,R1,高,登录连续两月环比下降 67%/57%（185→61→26次），健康度23.3,23.3
C0173,2025-05-01,R1,高,登录连续两月环比下降 57%/62%（61→26→10次），健康度17.8,17.8
C0173,2025-05-01,R3,低,连续3月席位利用率 4%~21%、使用模块 3~5 个,17.8
C0173,2025-06-01,R1,高,登录连续两月环比下降 62%/50%（26→10→5次），健康度17.1,17.1
C0173,2025-06-01,R3,低,连续3月席位利用率 2%~9%、使用模块 3~5 个,17.1
C0173,2025-07-01,R3,低,连续3月席位利用率 2%~4%、使用模块 2~3 个,14.9
C0173,2025-07-01,R4,中,合同 2025-08-20 到期（剩50天），健康度14.9,14.9
C0173,2025-08-01,R3,低,连续3月席位利用率 2%~2%、使用模块 1~3 个,12.8
C0173,2025-08-01,R4,中,合同 2025-08-20 到期（剩19天），健康度12.8,12.8
C0174,2025-06-01,R3,低,连续3月席位利用率 39%~48%、使用模块 3~4 个,38.6
C0174,2025-07-01,R3,低,连续3月席位利用率 34%~43%、使用模块 3~4 个,35.9
C0174,2025-07-01,R4,中,合同 2025-08-15 到期（剩45天），健康度35.9,35.9
C0174,2025-08-01,R3,低,连续3月席位利用率 32%~39%、使用模块 2~3 个,32.3
C0174,2025-08-01,R4,中,合同 2025-08-15 到期（剩14天），健康度32.3,32.3
C0175,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度43.8,43.8
C0175,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度41.0,41.0
C0175,2025-06-01,R3,低,连续3月席位利用率 33%~45%、使用模块 3~4 个,34.7
C0175,2025-07-01,R3,低,连续3月席位利用率 33%~40%、使用模块 3~4 个,33.8
C0175,2025-08-01,R3,低,连续3月席位利用率 31%~33%、使用模块 2~3 个,31.2
C0176,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度69.8,69.8
C0180,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度49.0,49.0
C0180,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度46.0,46.0
C0180,2025-07-01,R3,低,连续3月席位利用率 32%~44%、使用模块 3~4 个,33.9
C0180,2025-08-01,R3,低,连续3月席位利用率 28%~35%、使用模块 2~3 个,29.2
C0182,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度65.1,65.1
C0183,2025-04-01,R4,中,合同 2025-05-20 到期（剩49天），健康度69.5,69.5
C0183,2025-05-01,R4,中,合同 2025-05-20 到期（剩19天），健康度69.8,69.8
C0184,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度68.3,68.3
C0185,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度49.8,49.8
C0185,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度48.0,48.0
C0185,2025-07-01,R3,低,连续3月席位利用率 35%~40%、使用模块 3~4 个,35.4
C0185,2025-08-01,R3,低,连续3月席位利用率 25%~40%、使用模块 2~3 个,29.2
C0187,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度58.2,58.2
C0187,2025-07-01,R1,高,登录连续两月环比下降 50%/59%（761→378→156次），健康度37.3,37.3
C0187,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度37.3,37.3
C0191,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度55.8,55.8
C0191,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度53.7,53.7
C0192,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度67.1,67.1
C0192,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度67.2,67.2
C0194,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度68.3,68.3
C0194,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度68.4,68.4
C0199,2025-07-01,R4,中,合同 2025-08-15 到期（剩45天），健康度54.7,54.7
C0199,2025-08-01,R4,中,合同 2025-08-15 到期（剩14天），健康度52.5,52.5
C0201,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度66.7,66.7
C0204,2025-03-01,R1,高,登录连续两月环比下降 69%/42%（1092→342→200次），健康度33.8,33.8
C0204,2025-04-01,R3,低,连续3月席位利用率 30%~42%、使用模块 4~5 个,29.4
C0206,2025-06-01,R4,中,合同 2025-07-20 到期（剩49天），健康度57.9,57.9
C0206,2025-07-01,R4,中,合同 2025-07-20 到期（剩19天），健康度54.6,54.6
C0209,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度68.9,68.9
C0209,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度68.9,68.9
C0220,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度68.3,68.3
C0223,2025-05-01,R1,高,登录连续两月环比下降 56%/65%（141→62→22次），健康度44.7,44.7
C0223,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度44.7,44.7
C0223,2025-06-01,R1,高,登录连续两月环比下降 65%/50%（62→22→11次），健康度31.6,31.6
C0223,2025-06-01,R4,中,合同 2025-06-15 到期（剩14天），健康度31.6,31.6
C0225,2025-06-01,R4,中,合同 2025-07-15 到期（剩44天），健康度68.5,68.5
C0225,2025-07-01,R4,中,合同 2025-07-15 到期（剩14天），健康度64.6,64.6
C0226,2025-03-01,R1,高,登录连续两月环比下降 66%/41%（352→118→70次），健康度32.7,32.7
C0226,2025-04-01,R3,低,连续3月席位利用率 30%~43%、使用模块 4~5 个,29.1
C0226,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度69.8,69.8
C0227,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度64.4,64.4
C0227,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度50.1,50.1
