customer_id,month,in_service,usage_score,login_score,ticket_score,csat_score,health,tier
C0004,2025-03-01,True,91.1,94.0,52.8,88.0,81.9,健康
C0004,2025-04-01,True,91.1,99.7,52.8,86.0,83.2,健康
C0004,2025-05-01,True,81.1,100.0,52.8,86.0,79.2,关注
C0004,2025-06-01,True,91.1,100.0,52.8,85.0,83.1,健康
C0004,2025-07-01,True,95.6,98.0,52.8,88.0,84.7,健康
C0004,2025-08-01,True,91.1,90.8,52.8,86.7,81.0,健康
C0005,2024-09-01,True,81.9,90.0,15.0,86.0,67.6,关注
C0005,2024-10-01,True,80.6,82.3,15.0,84.0,65.0,关注
C0005,2024-11-01,True,80.6,81.4,15.0,86.7,65.0,关注
C0005,2024-12-01,True,85.1,91.4,15.0,87.0,69.3,关注
C0005,2025-01-01,True,82.4,91.7,15.0,88.0,68.4,关注
C0005,2025-02-01,True,82.4,91.3,15.0,89.3,68.5,关注
C0005,2025-03-01,True,85.1,89.6,15.0,89.3,69.1,关注
C0005,2025-04-01,True,89.5,88.4,15.0,87.3,70.4,关注
C0005,2025-05-01,True,89.0,94.3,15.0,88.0,71.7,关注
C0005,2025-06-01,True,89.5,96.0,15.0,88.0,72.4,关注
C0005,2025-07-01,True,92.1,95.4,15.0,87.3,73.2,关注
C0005,2025-08-01,True,92.1,89.8,15.0,84.7,71.5,关注
C0006,2024-09-01,True,85.0,90.0,52.8,80.0,77.7,关注
C0006,2024-10-01,True,80.8,91.5,52.8,80.0,76.4,关注
C0006,2024-11-01,True,89.4,92.0,52.8,78.0,79.8,关注
C0006,2024-12-01,True,85.3,90.9,52.8,79.0,77.9,关注
C0006,2025-01-01,True,80.8,89.2,52.8,85.3,76.4,关注
C0006,2025-02-01,True,89.4,90.8,52.8,87.3,80.4,健康
C0006,2025-03-01,True,89.4,90.8,52.8,90.7,80.7,健康
C0006,2025-04-01,True,89.4,96.0,52.8,86.0,81.6,健康
C0006,2025-05-01,True,89.4,93.3,52.8,87.3,81.0,健康
C0006,2025-06-01,True,85.3,87.5,52.8,85.3,77.7,关注
C0006,2025-07-01,True,89.4,87.1,52.8,88.0,79.5,关注
C0006,2025-08-01,True,93.9,85.2,52.8,89.3,81.0,健康
C0007,2024-09-01,True,88.8,90.0,52.8,80.0,79.2,关注
C0007,2024-10-01,True,88.8,90.0,52.8,80.0,79.2,关注
C0007,2024-11-01,True,91.1,93.3,52.8,84.0,81.4,健康
C0007,2024-12-01,True,88.8,92.5,52.8,85.0,80.3,健康
C0007,2025-01-01,True,88.8,88.5,52.8,86.7,79.5,关注
C0007,2025-02-01,True,46.6,60.1,52.8,82.7,55.1,高风险
C0007,2025-03-01,True,36.4,28.4,52.8,72.7,42.1,高风险
C0007,2025-04-01,True,42.2,10.0,52.8,65.3,39.1,高风险
C0007,2025-05-01,True,71.5,32.4,52.8,62.0,56.1,高风险
C0007,2025-06-01,True,78.6,100.0,52.8,68.0,76.4,关注
C0007,2025-07-01,True,84.4,100.0,52.8,80.0,79.9,关注
C0007,2025-08-01,True,91.1,100.0,52.8,84.0,83.0,健康
C0008,2024-09-01,True,91.1,90.0,52.8,80.0,80.1,健康
C0008,2024-10-01,True,82.9,82.0,52.8,84.0,75.3,关注
C0008,2024-11-01,True,82.9,78.1,52.8,83.0,74.2,关注
C0008,2024-12-01,True,72.2,79.8,52.8,83.0,70.3,关注
C0008,2025-01-01,True,72.2,79.2,52.8,83.0,70.2,关注
C0008,2025-02-01,True,55.3,53.4,52.8,80.0,56.7,高风险
C0008,2025-03-01,True,61.5,54.7,52.8,70.0,58.5,高风险
C0008,2025-04-01,True,44.6,44.3,52.8,69.0,49.0,高风险
C0008,2025-05-01,True,44.6,49.9,52.8,68.7,50.4,高风险
C0008,2025-06-01,True,40.1,43.0,52.8,68.0,46.8,高风险
C0008,2025-07-01,True,33.9,49.9,52.8,64.0,45.6,高风险
C0008,2025-08-01,False,6.2,25.7,52.8,60.0,28.1,高风险
C0009,2024-09-01,True,79.5,90.0,15.0,96.0,67.6,关注
C0009,2024-10-01,True,82.9,86.5,15.0,94.0,67.9,关注
C0009,2024-11-01,True,80.8,83.0,15.0,92.0,66.0,关注
C0009,2024-12-01,True,80.5,89.3,15.0,91.0,67.4,关注
C0009,2025-01-01,True,81.6,92.8,15.0,91.2,68.7,关注
C0009,2025-02-01,True,85.0,94.4,15.0,88.0,70.2,关注
C0009,2025-03-01,True,87.1,89.7,15.0,88.0,69.8,关注
C0009,2025-04-01,True,88.2,91.0,15.0,84.0,70.2,关注
C0009,2025-05-01,True,88.2,94.3,15.0,84.0,71.0,关注
C0009,2025-06-01,True,91.5,99.5,15.0,83.3,73.6,关注
C0009,2025-07-01,True,90.5,96.6,15.0,81.3,72.2,关注
C0009,2025-08-01,True,94.7,85.5,15.0,83.3,71.3,关注
C0010,2024-09-01,True,81.2,90.0,15.0,96.0,68.3,关注
C0010,2024-10-01,True,82.9,96.7,15.0,93.0,70.4,关注
C0010,2024-11-01,True,82.9,98.4,15.0,92.0,70.7,关注
C0010,2024-12-01,True,85.7,90.5,15.0,87.5,69.4,关注
C0010,2025-01-01,True,85.7,87.3,52.8,88.4,78.1,关注
C0010,2025-02-01,True,85.7,85.9,52.8,83.0,77.2,关注
C0010,2025-03-01,True,87.4,85.6,52.8,88.0,78.3,关注
C0010,2025-04-01,True,84.0,87.9,52.8,88.0,77.6,关注
C0010,2025-05-01,True,84.0,81.4,15.0,87.3,66.4,关注
C0010,2025-06-01,True,85.7,78.3,15.0,88.7,66.5,关注
C0010,2025-07-01,True,90.1,85.2,15.0,87.0,69.8,关注
C0010,2025-08-01,True,88.4,100.0,52.8,86.0,82.2,健康
C0011,2024-09-01,True,71.7,90.0,52.8,80.0,72.4,关注
C0011,2024-10-01,True,86.7,98.7,52.8,80.0,80.6,健康
C0011,2024-11-01,True,86.7,100.0,52.8,80.0,80.9,健康
C0011,2024-12-01,True,86.7,100.0,52.8,88.0,81.7,健康
C0011,2025-01-01,True,76.1,89.3,52.8,88.0,74.8,关注
C0011,2025-02-01,True,91.1,96.6,52.8,88.0,82.6,健康
C0011,2025-03-01,True,91.1,86.9,52.8,80.0,79.4,关注
C0011,2025-04-01,True,91.1,100.0,52.8,80.0,82.6,健康
C0011,2025-05-01,True,91.1,100.0,52.8,80.0,82.6,健康
C0011,2025-06-01,True,95.6,98.1,52.8,80.0,83.9,健康
C0011,2025-07-01,True,95.6,87.2,52.8,80.0,81.2,健康
C0011,2025-08-01,True,95.6,90.6,52.8,86.0,82.7,健康
C0012,2024-09-01,True,80.2,90.0,52.8,80.0,75.8,关注
C0012,2024-10-01,True,84.7,92.3,52.8,86.0,78.8,关注
C0012,2024-11-01,True,84.7,92.3,52.8,84.0,78.6,关注
C0012,2024-12-01,True,84.7,86.7,52.8,80.7,76.8,关注
C0012,2025-01-01,True,80.2,89.5,52.8,80.7,75.7,关注
C0012,2025-02-01,True,84.7,89.1,52.8,84.0,77.8,关注
C0012,2025-03-01,True,91.1,100.0,52.8,92.0,83.8,健康
C0012,2025-04-01,True,89.1,96.1,52.8,90.0,81.9,健康
C0012,2025-05-01,True,95.6,100.0,52.8,88.0,85.2,健康
C0012,2025-06-01,True,89.1,86.8,52.8,81.0,78.6,关注
C0012,2025-07-01,True,91.1,92.9,52.8,79.0,80.8,健康
C0012,2025-08-01,False,10.7,40.8,52.8,79.0,35.6,高风险
C0013,2024-09-01,True,88.8,90.0,52.8,84.0,79.6,关注
C0013,2024-10-01,True,82.9,86.2,52.8,84.0,76.3,关注
C0013,2024-11-01,True,77.1,79.8,52.8,83.3,72.3,关注
C0013,2024-12-01,True,72.7,79.0,52.8,82.5,70.3,关注
C0013,2025-01-01,True,68.4,80.1,15.0,80.8,59.2,高风险
C0013,2025-02-01,True,62.5,60.8,15.0,76.0,51.5,高风险
C0013,2025-03-01,True,58.2,57.8,15.0,73.3,48.8,高风险
C0013,2025-04-01,True,47.9,55.3,15.0,74.0,44.1,高风险
C0013,2025-05-01,True,46.5,49.3,15.0,72.7,42.0,高风险
C0013,2025-06-01,True,34.9,43.3,15.0,73.0,35.8,高风险
C0013,2025-07-01,True,32.0,39.6,15.0,68.0,33.2,高风险
C0013,2025-08-01,False,1.4,18.7,15.0,66.0,15.6,高风险
C0014,2024-09-01,True,79.4,90.0,52.8,94.0,76.8,关注
C0014,2024-10-01,True,81.4,81.5,52.8,94.0,75.5,关注
C0014,2024-11-01,True,81.4,81.5,52.8,94.0,75.5,关注
C0014,2024-12-01,True,79.8,88.8,52.8,90.0,76.3,关注
C0014,2025-01-01,True,87.9,92.5,52.8,90.0,80.5,健康
C0014,2025-02-01,True,89.9,98.0,52.8,78.0,81.5,健康
C0014,2025-03-01,True,89.9,100.0,52.8,77.0,81.9,健康
C0014,2025-04-01,True,89.9,97.4,52.8,77.0,81.2,健康
C0014,2025-05-01,True,95.6,97.3,52.8,88.0,84.5,健康
C0014,2025-06-01,True,91.1,94.4,52.8,85.0,81.8,健康
C0014,2025-07-01,True,95.6,95.0,52.8,85.0,83.7,健康
C0014,2025-08-01,True,95.6,91.9,52.8,84.0,82.8,健康
C0015,2024-09-01,True,82.9,90.0,52.8,86.0,77.5,关注
C0015,2024-10-01,True,79.8,86.8,52.8,86.0,75.4,关注
C0015,2024-11-01,True,87.4,87.9,52.8,86.7,78.8,关注
C0015,2024-12-01,True,86.0,92.8,52.8,86.0,79.4,关注
C0015,2025-01-01,True,82.9,91.9,52.8,86.0,77.9,关注
C0015,2025-02-01,True,66.0,73.8,52.8,83.3,66.4,关注
C0015,2025-03-01,True,36.5,36.9,52.8,80.0,45.0,高风险
C0015,2025-04-01,True,22.7,10.0,52.8,75.3,32.3,高风险
C0015,2025-05-01,True,12.0,10.0,52.8,70.0,27.5,高风险
C0015,2025-06-01,True,4.4,10.0,52.8,65.3,24.0,高风险
C0015,2025-07-01,True,0.0,10.0,15.0,59.3,12.2,高风险
C0015,2025-08-01,True,0.0,10.0,15.0,54.7,11.7,高风险
C0016,2024-09-01,True,76.7,90.0,52.8,80.0,74.4,关注
C0016,2024-10-01,True,76.7,98.5,52.8,80.0,76.5,关注
C0016,2024-11-01,True,86.7,100.0,52.8,80.0,80.9,健康
C0016,2024-12-01,True,91.1,97.4,52.8,80.0,82.0,健康
C0016,2025-01-01,True,91.1,93.1,52.8,80.0,80.9,健康
C0016,2025-02-01,True,81.1,88.6,52.8,92.0,77.0,关注
C0016,2025-03-01,True,81.1,75.1,52.8,92.0,73.6,关注
C0016,2025-04-01,True,81.1,61.2,52.8,93.0,70.2,关注
C0016,2025-05-01,True,81.1,72.6,52.8,94.0,73.2,关注
C0016,2025-06-01,True,91.1,94.0,52.8,85.0,81.6,健康
C0016,2025-07-01,True,85.6,100.0,52.8,81.0,80.5,健康
C0016,2025-08-01,True,95.6,100.0,52.8,81.0,84.5,健康
C0017,2024-09-01,True,79.5,90.0,15.0,88.0,66.9,关注
C0017,2024-10-01,True,84.0,88.2,15.0,85.0,67.9,关注
C0017,2024-11-01,True,84.0,85.9,15.0,86.7,67.5,关注
C0017,2024-12-01,True,84.0,88.0,52.8,86.7,77.4,关注
C0017,2025-01-01,True,84.6,93.3,15.0,86.0,69.5,关注
C0017,2025-02-01,True,89.1,99.4,15.0,87.0,72.9,关注
C0017,2025-03-01,True,85.7,99.1,15.0,88.7,71.6,关注
C0017,2025-04-01,True,85.7,93.0,15.0,90.7,70.3,关注
C0017,2025-05-01,True,91.8,80.4,52.8,91.3,79.2,关注
C0017,2025-06-01,True,91.8,85.1,52.8,92.0,80.4,健康
C0017,2025-07-01,True,88.4,81.2,52.8,89.3,77.8,关注
C0017,2025-08-01,True,90.1,93.9,15.0,86.7,71.9,关注
C0018,2024-09-01,True,79.2,90.0,52.8,88.0,76.2,关注
C0018,2024-10-01,True,79.2,90.0,52.8,88.0,76.2,关注
C0018,2024-11-01,True,86.7,94.8,52.8,88.0,80.4,健康
C0018,2024-12-01,True,79.2,93.6,52.8,85.3,76.8,关注
C0018,2025-01-01,True,79.2,87.9,52.8,85.0,75.3,关注
C0018,2025-02-01,True,67.2,67.3,52.8,82.0,65.1,关注
C0018,2025-03-01,True,44.7,37.7,52.8,77.0,48.2,高风险
C0018,2025-04-01,True,28.3,10.0,52.8,70.0,34.0,高风险
C0018,2025-05-01,True,20.8,10.0,52.8,68.0,30.8,高风险
C0018,2025-06-01,True,4.4,10.0,52.8,65.0,24.0,高风险
C0018,2025-07-01,False,7.5,10.0,52.8,65.0,25.2,高风险
C0018,2025-08-01,False,0.0,10.0,52.8,64.0,22.1,高风险
C0019,2024-09-01,True,81.1,90.0,52.8,94.0,77.5,关注
C0019,2024-10-01,True,78.1,77.7,52.8,91.0,73.0,关注
C0019,2024-11-01,True,84.1,81.7,52.8,94.0,76.6,关注
C0019,2024-12-01,True,84.1,94.2,15.0,95.5,70.5,关注
C0019,2025-01-01,True,85.5,92.0,52.8,94.0,79.8,关注
C0019,2025-02-01,True,84.1,93.9,52.8,90.7,79.4,关注
C0019,2025-03-01,True,82.6,94.4,15.0,87.3,69.1,关注
C0019,2025-04-01,True,82.6,81.3,52.8,89.3,75.5,关注
C0019,2025-05-01,True,81.1,81.0,15.0,94.0,65.9,关注
C0019,2025-06-01,True,88.5,83.0,15.0,96.0,69.5,关注
C0019,2025-07-01,True,85.6,89.4,15.0,96.0,69.9,关注
C0019,2025-08-01,True,87.0,88.3,52.8,90.7,79.2,关注
C0020,2024-09-01,True,79.4,90.0,15.0,84.0,66.4,关注
C0020,2024-10-01,True,79.4,93.2,15.0,84.0,67.2,关注
C0020,2024-11-01,True,81.4,95.0,15.0,84.0,68.5,关注
C0020,2024-12-01,True,89.9,90.7,52.8,88.0,80.6,健康
C0020,2025-01-01,True,83.8,87.1,52.8,90.0,77.5,关注
C0020,2025-02-01,True,85.8,81.9,52.8,93.0,77.3,关注
C0020,2025-03-01,True,89.9,83.7,52.8,92.0,79.3,关注
C0020,2025-04-01,True,83.8,91.5,15.0,95.0,69.6,关注
C0020,2025-05-01,True,94.3,97.0,15.0,90.0,74.7,关注
C0020,2025-06-01,True,90.3,89.6,15.0,90.0,71.3,关注
C0020,2025-07-01,True,89.9,84.2,52.8,87.3,78.9,关注
C0020,2025-08-01,True,90.3,84.2,52.8,89.3,79.3,关注
C0021,2024-09-01,True,79.2,90.0,15.0,92.0,67.1,关注
C0021,2024-10-01,True,81.0,85.9,15.0,92.0,66.9,关注
C0021,2024-11-01,True,82.9,89.1,15.0,88.0,68.0,关注
C0021,2024-12-01,True,89.2,95.5,15.0,88.0,72.1,关注
C0021,2025-01-01,True,89.2,94.5,15.0,90.7,72.1,关注
C0021,2025-02-01,True,85.5,95.4,15.0,89.0,70.7,关注
C0021,2025-03-01,True,91.1,92.3,15.0,88.7,72.1,关注
C0021,2025-04-01,True,91.1,89.9,15.0,87.3,71.4,关注
C0021,2025-05-01,True,87.4,100.0,15.0,92.0,72.9,关注
C0021,2025-06-01,True,91.1,100.0,15.0,92.7,74.5,关注
C0021,2025-07-01,True,91.1,97.1,15.0,93.0,73.8,关注
C0021,2025-08-01,True,89.2,85.9,15.0,91.0,70.0,关注
C0022,2024-09-01,True,81.2,90.0,52.8,80.0,76.2,关注
C0022,2024-10-01,True,85.7,91.9,52.8,80.0,78.4,关注
C0022,2024-11-01,True,74.4,89.3,52.8,98.0,75.1,关注
C0022,2024-12-01,True,85.7,89.5,52.8,94.0,79.2,关注
C0022,2025-01-01,True,85.7,94.0,52.8,94.0,80.4,健康
C0022,2025-02-01,True,85.7,100.0,52.8,89.0,81.4,健康
C0022,2025-03-01,True,78.8,91.2,52.8,90.0,76.5,关注
C0022,2025-04-01,True,85.7,86.5,52.8,90.0,78.1,关注
C0022,2025-05-01,True,91.1,80.8,52.8,92.0,79.1,关注
C0022,2025-06-01,True,90.1,93.6,52.8,80.0,80.6,健康
C0022,2025-07-01,True,85.7,96.1,52.8,79.0,79.4,关注
C0022,2025-08-01,True,85.7,86.4,52.8,81.3,77.2,关注
C0023,2024-09-01,True,91.1,90.0,52.8,80.0,80.1,健康
C0023,2024-10-01,True,91.1,90.0,52.8,86.0,80.7,健康
C0023,2024-11-01,True,91.1,88.7,52.8,85.0,80.3,健康
C0023,2024-12-01,True,85.3,81.4,15.0,85.0,66.7,关注
C0023,2025-01-01,True,76.9,75.5,15.0,78.7,61.3,关注
C0023,2025-02-01,True,72.8,48.8,15.0,63.0,51.4,高风险
C0023,2025-03-01,True,74.9,51.7,15.0,63.0,52.9,高风险
C0023,2025-04-01,True,76.9,68.1,15.0,60.0,57.6,高风险
C0023,2025-05-01,True,79.0,98.6,15.0,82.0,68.2,关注
C0023,2025-06-01,True,81.1,100.0,15.0,81.0,69.3,关注
C0023,2025-07-01,True,83.2,100.0,15.0,81.3,70.2,关注
C0023,2025-08-01,True,83.2,100.0,15.0,81.3,70.2,关注
C0024,2024-09-01,True,79.2,90.0,52.8,80.0,75.4,关注
C0024,2024-10-01,True,83.6,82.5,52.8,80.0,75.3,关注
C0024,2024-11-01,True,79.2,86.2,52.8,80.0,74.4,关注
C0024,2024-12-01,True,83.6,92.6,52.8,72.0,77.0,关注
C0024,2025-01-01,True,95.6,90.0,52.8,72.0,81.1,健康
C0024,2025-02-01,True,79.2,92.8,52.8,72.0,75.3,关注
C0024,2025-03-01,True,91.1,100.0,52.8,82.0,82.8,健康
C0024,2025-04-01,True,83.6,97.6,52.8,83.0,79.3,关注
C0024,2025-05-01,True,83.6,96.5,52.8,83.3,79.1,关注
C0024,2025-06-01,True,91.1,90.0,52.8,83.3,80.5,健康
C0024,2025-07-01,True,88.1,83.5,52.8,83.0,77.6,关注
C0024,2025-08-01,True,95.6,86.4,52.8,87.0,81.7,健康
C0025,2024-09-01,True,80.2,90.0,52.8,92.0,77.0,关注
C0025,2024-10-01,True,80.2,80.9,52.8,90.0,74.5,关注
C0025,2024-11-01,True,84.7,88.6,52.8,89.3,78.2,关注
C0025,2024-12-01,True,90.0,98.7,52.8,87.0,82.6,健康
C0025,2025-01-01,True,84.7,93.8,52.8,87.0,79.2,关注
C0025,2025-02-01,True,84.7,93.8,52.8,88.0,79.3,关注
C0025,2025-03-01,True,84.7,89.2,52.8,96.0,79.0,关注
C0025,2025-04-01,True,84.7,70.3,52.8,91.0,73.8,关注
C0025,2025-05-01,True,84.7,80.9,52.8,85.0,75.8,关注
C0025,2025-06-01,True,90.0,87.2,52.8,89.3,80.0,健康
C0025,2025-07-01,True,89.1,99.4,52.8,94.0,83.1,健康
C0025,2025-08-01,True,89.1,91.5,52.8,99.0,81.6,健康
C0026,2024-09-01,True,75.2,90.0,52.8,84.0,74.2,关注
C0026,2024-10-01,True,84.1,97.7,52.8,92.0,80.4,健康
C0026,2024-11-01,True,79.6,99.6,52.8,90.0,78.9,关注
C0026,2024-12-01,True,88.5,92.9,52.8,89.0,80.7,健康
C0026,2025-01-01,True,88.5,92.8,52.8,89.2,80.7,健康
C0026,2025-02-01,True,84.1,97.9,52.8,88.0,80.1,健康
C0026,2025-03-01,True,88.5,93.1,52.8,90.0,80.9,健康
C0026,2025-04-01,True,79.6,85.8,52.8,88.0,75.3,关注
C0026,2025-05-01,True,88.5,79.9,52.8,88.0,77.4,关注
C0026,2025-06-01,True,88.5,82.1,52.8,88.0,77.9,关注
C0026,2025-07-01,True,92.9,90.0,52.8,88.0,81.7,健康
C0026,2025-08-01,True,88.5,96.8,52.8,89.3,81.7,健康
C0027,2024-09-01,True,86.0,90.0,15.0,92.0,69.9,关注
C0027,2024-10-01,True,80.2,88.6,15.0,91.0,67.1,关注
C0027,2024-11-01,True,78.9,87.1,15.0,91.0,66.2,关注
C0027,2024-12-01,True,84.7,88.6,15.0,88.7,68.6,关注
C0027,2025-01-01,True,82.9,91.0,15.0,88.0,68.5,关注
C0027,2025-02-01,True,85.6,95.0,15.0,84.7,70.2,关注
C0027,2025-03-01,True,81.6,96.7,15.0,86.0,69.2,关注
C0027,2025-04-01,True,69.1,76.2,15.0,84.7,58.9,高风险
C0027,2025-05-01,False,1.3,29.8,15.0,85.0,20.2,高风险
C0027,2025-06-01,False,0.0,10.0,15.0,82.0,14.4,高风险
C0027,2025-07-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0027,2025-08-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0028,2024-09-01,True,89.4,90.0,52.8,88.0,80.3,健康
C0028,2024-10-01,True,80.8,83.5,52.8,86.0,75.0,关注
C0028,2024-11-01,True,80.8,80.0,52.8,84.7,74.0,关注
C0028,2024-12-01,True,72.2,81.3,52.8,84.0,70.8,关注
C0028,2025-01-01,True,68.1,79.3,52.8,82.4,68.5,关注
C0028,2025-02-01,True,59.4,57.3,52.8,77.3,59.0,高风险
C0028,2025-03-01,True,59.4,55.8,52.8,75.0,58.4,高风险
C0028,2025-04-01,True,50.8,54.0,52.8,74.0,54.4,高风险
C0028,2025-05-01,True,46.7,55.1,52.8,68.0,52.4,高风险
C0028,2025-06-01,True,38.1,49.9,52.8,68.0,47.7,高风险
C0028,2025-07-01,True,33.9,43.7,52.8,66.7,44.3,高风险
C0028,2025-08-01,False,4.2,21.2,52.8,66.0,26.8,高风险
C0029,2024-09-01,True,85.0,90.0,52.8,88.0,78.5,关注
C0029,2024-10-01,True,85.0,87.1,52.8,88.0,77.8,关注
C0029,2024-11-01,True,81.1,80.3,52.8,88.0,74.5,关注
C0029,2024-12-01,True,81.1,79.5,52.8,88.0,74.3,关注
C0029,2025-01-01,True,89.4,85.7,52.8,88.0,79.2,关注
C0029,2025-02-01,True,89.4,78.9,52.8,88.0,77.5,关注
C0029,2025-03-01,True,89.4,90.5,52.8,96.0,81.2,健康
C0029,2025-04-01,True,81.1,91.0,52.8,96.0,78.0,关注
C0029,2025-05-01,True,89.4,88.8,52.8,96.0,80.8,健康
C0029,2025-06-01,True,85.6,80.3,52.8,94.0,76.9,关注
C0029,2025-07-01,True,85.6,83.0,52.8,92.0,77.4,关注
C0029,2025-08-01,True,93.9,88.8,52.8,92.0,82.2,健康
C0030,2024-09-01,True,80.3,90.0,15.0,82.0,66.6,关注
C0030,2024-10-01,True,79.7,91.4,15.0,85.0,67.0,关注
C0030,2024-11-01,True,84.8,92.7,15.0,86.0,69.4,关注
C0030,2024-12-01,True,85.3,91.4,15.0,87.5,69.5,关注
C0030,2025-01-01,True,81.3,88.1,15.0,86.8,67.0,关注
C0030,2025-02-01,True,85.9,89.7,15.0,84.7,69.0,关注
C0030,2025-03-01,True,84.2,88.8,15.0,81.3,67.7,关注
C0030,2025-04-01,True,88.2,95.5,15.0,80.7,71.0,关注
C0030,2025-05-01,True,86.5,92.5,15.0,83.3,69.8,关注
C0030,2025-06-01,True,87.6,94.7,15.0,88.7,71.4,关注
C0030,2025-07-01,True,87.5,92.5,15.0,90.0,70.9,关注
C0030,2025-08-01,True,84.2,93.8,15.0,90.7,70.0,关注
C0031,2024-09-01,True,86.0,90.0,15.0,80.0,68.7,关注
C0031,2024-10-01,True,78.4,89.1,15.0,79.0,65.3,关注
C0031,2024-11-01,True,82.7,93.2,15.0,84.0,68.5,关注
C0031,2024-12-01,True,85.0,91.5,15.0,84.0,69.0,关注
C0031,2025-01-01,True,83.9,87.7,15.0,86.8,67.9,关注
C0031,2025-02-01,True,86.0,91.3,15.0,90.7,70.0,关注
C0031,2025-03-01,True,86.0,100.0,15.0,92.0,72.4,关注
C0031,2025-04-01,True,86.0,99.1,15.0,86.0,71.5,关注
C0031,2025-05-01,True,89.2,92.8,15.0,88.0,71.4,关注
C0031,2025-06-01,True,90.5,84.2,15.0,88.0,69.8,关注
C0031,2025-07-01,True,91.1,83.9,15.0,89.3,70.1,关注
C0031,2025-08-01,True,89.4,91.2,15.0,87.3,71.0,关注
C0032,2024-09-01,True,87.7,90.0,15.0,80.0,69.3,关注
C0032,2024-10-01,True,78.0,74.0,15.0,82.0,61.6,关注
C0032,2024-11-01,True,85.1,71.6,15.0,84.0,64.1,关注
C0032,2024-12-01,True,78.0,85.5,15.0,84.0,64.7,关注
C0032,2025-01-01,True,89.0,89.8,15.0,82.0,70.0,关注
C0032,2025-02-01,True,86.4,89.9,15.0,82.0,69.0,关注
C0032,2025-03-01,True,85.1,98.2,15.0,84.7,70.8,关注
C0032,2025-04-01,True,87.7,94.4,15.0,88.7,71.3,关注
C0032,2025-05-01,True,89.5,89.4,15.0,92.0,71.1,关注
C0032,2025-06-01,True,89.5,92.3,15.0,94.7,72.1,关注
C0032,2025-07-01,True,85.1,86.3,15.0,98.0,69.1,关注
C0032,2025-08-01,True,90.8,93.4,15.0,97.0,73.1,关注
C0033,2024-09-01,True,82.9,90.0,52.8,80.0,76.9,关注
