customer_id,month,logins,active_accounts,seats,tickets,avg_resolve_hours,csat,active_modules
C0010,2025-02-01,335,32,44,13,7.1,,8
C0010,2025-03-01,325,33,44,4,17.2,4.2,8
C0010,2025-04-01,290,31,44,5,25.9,4.6,8
C0010,2025-05-01,274,31,44,2,6.8,4.3,8
C0010,2025-06-01,307,32,44,7,10.0,4.4,8
C0010,2025-07-01,330,32,44,6,18.6,,9
C0010,2025-08-01,347,31,44,6,7.3,4.2,9
C0011,2024-09-01,40,3,5,0,0.0,,7
C0011,2024-10-01,47,4,5,0,0.0,,7
C0011,2024-11-01,50,4,5,0,0.0,,7
C0011,2024-12-01,55,4,5,1,8.9,4.4,7
C0011,2025-01-01,35,3,5,0,0.0,,8
C0011,2025-02-01,56,4,5,0,0.0,,8
C0011,2025-03-01,57,4,5,0,0.0,,8
C0011,2025-04-01,51,4,5,1,10.0,,8
C0011,2025-05-01,53,4,5,0,0.0,,8
C0011,2025-06-01,56,4,5,0,0.0,,9
C0011,2025-07-01,51,4,5,0,0.0,,9
C0011,2025-08-01,55,4,5,1,10.1,4.3,9
C0012,2024-09-01,43,5,7,2,5.5,,7
C0012,2024-10-01,45,5,7,1,7.3,4.3,8
C0012,2024-11-01,44,5,7,3,10.8,4.1,8
C0012,2024-12-01,39,5,7,3,8.1,3.7,8
C0012,2025-01-01,48,5,7,0,0.0,,7
C0012,2025-02-01,44,5,7,1,20.0,4.7,8
C0012,2025-03-01,52,6,7,1,9.7,4.5,8
C0012,2025-04-01,43,5,7,1,7.1,4.3,9
C0012,2025-05-01,55,6,7,0,0.0,,9
C0012,2025-06-01,42,5,7,2,16.8,3.8,9
C0012,2025-07-01,46,6,7,1,13.8,4.1,8
C0012,2025-08-01,0,1,7,0,0.0,,0
C0013,2024-09-01,594,40,52,3,18.7,4.2,8
C0013,2024-10-01,555,39,52,6,7.7,4.2,7
C0013,2024-11-01,477,35,52,6,29.7,4.1,7
C0013,2024-12-01,456,35,52,10,12.1,4.0,6
C0013,2025-01-01,397,32,52,7,6.4,3.7,6
C0013,2025-02-01,366,31,52,11,6.6,3.7,5
C0013,2025-03-01,314,28,52,8,6.2,3.6,5
C0013,2025-04-01,254,24,52,6,15.0,3.8,4
C0013,2025-05-01,230,23,52,1,11.8,3.5,4
C0013,2025-06-01,169,18,52,9,17.4,,3
C0013,2025-07-01,140,16,52,8,14.2,3.3,3
C0013,2025-08-01,0,1,52,0,0.0,,0
C0014,2024-09-01,246,26,37,2,6.3,4.7,7
C0014,2024-10-01,210,27,37,3,2.4,,7
C0014,2024-11-01,228,27,37,5,9.8,,7
C0014,2024-12-01,219,24,37,5,12.1,4.3,8
C0014,2025-01-01,265,28,37,0,0.0,,8
C0014,2025-02-01,255,29,37,1,7.5,3.5,8
C0014,2025-03-01,247,29,37,8,3.2,4.2,8
C0014,2025-04-01,263,29,37,0,0.0,,8
C0014,2025-05-01,283,31,37,4,6.1,4.6,9
C0014,2025-06-01,255,30,37,2,7.2,3.9,8
C0014,2025-07-01,265,30,37,5,9.4,,9
C0014,2025-08-01,288,31,37,1,16.2,4.5,9
C0015,2024-09-01,183,18,24,3,3.6,4.3,7
C0015,2024-10-01,173,17,24,3,8.8,4.3,7
C0015,2024-11-01,183,18,24,4,6.2,4.4,8
C0015,2024-12-01,193,19,24,4,10.8,4.2,7
C0015,2025-01-01,183,18,24,3,20.6,4.3,7
C0015,2025-02-01,88,14,24,4,4.8,4.0,6
C0015,2025-03-01,34,6,24,7,10.9,3.7,5
C0015,2025-04-01,17,3,24,6,22.2,3.6,4
C0015,2025-05-01,6,1,24,8,15.9,3.2,3
C0015,2025-06-01,0,0,24,9,5.5,3.0,2
C0015,2025-07-01,0,0,24,9,28.4,2.7,1
C0015,2025-08-01,0,0,24,7,19.1,2.5,1
C0016,2024-09-01,47,4,6,0,0.0,,7
C0016,2024-10-01,55,4,6,1,9.6,,7
C0016,2024-11-01,61,5,6,0,0.0,,7
C0016,2024-12-01,56,5,6,1,17.1,,8
C0016,2025-01-01,61,5,6,0,0.0,,8
C0016,2025-02-01,44,4,6,2,8.6,4.6,8
C0016,2025-03-01,45,4,6,0,0.0,,8
C0016,2025-04-01,45,4,6,1,17.1,4.7,8
C0016,2025-05-01,47,4,6,0,0.0,,8
C0016,2025-06-01,64,5,6,1,21.7,3.8,8
C0016,2025-07-01,50,4,6,1,4.7,4.3,9
C0016,2025-08-01,62,5,6,0,0.0,,9
C0017,2024-09-01,326,31,44,5,14.2,4.4,7
C0017,2024-10-01,316,31,44,4,7.9,4.1,8
C0017,2024-11-01,302,31,44,9,16.8,4.5,8
C0017,2024-12-01,318,31,44,3,7.0,,8
C0017,2025-01-01,363,34,44,7,6.3,4.2,7
C0017,2025-02-01,352,34,44,2,16.3,4.5,8
C0017,2025-03-01,306,32,44,4,6.2,4.6,8
C0017,2025-04-01,354,32,44,3,14.9,4.5,8
C0017,2025-05-01,288,33,44,9,6.4,4.6,9
C0017,2025-06-01,336,33,44,3,7.2,4.7,9
C0017,2025-07-01,312,31,44,5,16.2,4.1,9
C0017,2025-08-01,337,32,44,3,9.4,4.2,9
C0018,2024-09-01,98,7,10,1,12.3,4.4,7
C0018,2024-10-01,98,7,10,2,16.2,,7
C0018,2024-11-01,112,8,10,6,10.2,4.4,7
C0018,2024-12-01,98,7,10,1,12.5,4.0,7
C0018,2025-01-01,98,7,10,1,20.6,4.2,7
C0018,2025-02-01,52,6,10,2,25.2,,6
C0018,2025-03-01,23,3,10,5,41.3,3.5,6
C0018,2025-04-01,15,2,10,2,15.5,,4
C0018,2025-05-01,8,1,10,2,21.1,3.3,4
C0018,2025-06-01,0,0,10,3,18.5,3.2,2
C0018,2025-07-01,0,1,10,0,0.0,,0
C0018,2025-08-01,0,0,10,0,0.0,,0
C0019,2024-09-01,518,37,51,3,12.7,4.7,7
C0019,2024-10-01,409,35,51,7,7.4,4.4,7
C0019,2024-11-01,516,36,51,4,6.4,5.0,8
C0019,2024-12-01,489,36,51,5,6.7,5.0,8
C0019,2025-01-01,521,37,51,3,13.2,4.4,8
C0019,2025-02-01,489,36,51,8,6.4,4.2,8
C0019,2025-03-01,466,35,51,4,4.2,4.5,8
C0019,2025-04-01,457,35,51,3,20.7,4.7,8
C0019,2025-05-01,461,34,51,5,16.4,4.9,8
C0019,2025-06-01,469,36,51,4,10.5,4.8,9
C0019,2025-07-01,475,34,51,4,7.7,4.7,9
C0019,2025-08-01,420,35,51,2,14.7,4.1,9
C0020,2024-09-01,200,26,37,5,15.7,4.2,7
C0020,2024-10-01,213,26,37,4,7.7,,7
C0020,2024-11-01,217,27,37,1,9.9,,7
C0020,2024-12-01,202,29,37,5,17.9,4.6,8
C0020,2025-01-01,192,26,37,9,9.3,4.7,8
C0020,2025-02-01,192,27,37,5,8.7,,8
C0020,2025-03-01,214,29,37,4,13.3,4.5,8
C0020,2025-04-01,214,26,37,3,14.3,5.0,8
C0020,2025-05-01,199,29,37,2,8.9,4.0,9
C0020,2025-06-01,183,27,37,4,13.8,4.5,9
C0020,2025-07-01,207,29,37,2,10.3,4.6,8
C0020,2025-08-01,206,27,37,5,17.9,4.3,9
C0021,2024-09-01,345,28,40,7,10.7,4.6,7
C0021,2024-10-01,321,29,40,13,13.3,,7
C0021,2024-11-01,361,30,40,11,9.5,4.2,7
C0021,2024-12-01,378,31,40,5,17.3,,8
C0021,2025-01-01,383,31,40,10,12.2,4.8,8
C0021,2025-02-01,321,29,40,13,13.1,4.1,8
C0021,2025-03-01,380,32,40,10,9.2,4.4,8
C0021,2025-04-01,420,32,40,6,11.8,4.6,8
C0021,2025-05-01,395,30,40,7,13.1,4.8,8
C0021,2025-06-01,417,33,40,7,4.3,4.5,8
C0021,2025-07-01,389,32,40,9,11.8,,8
C0021,2025-08-01,347,31,40,5,10.7,4.6,8
C0022,2024-09-01,54,8,11,2,16.6,,7
C0022,2024-10-01,56,8,11,0,0.0,,8
C0022,2024-11-01,51,7,11,2,27.7,4.9,7
C0022,2024-12-01,58,8,11,5,8.4,4.5,8
C0022,2025-01-01,60,8,11,0,0.0,,8
C0022,2025-02-01,60,8,11,3,14.8,4.4,8
C0022,2025-03-01,47,7,11,2,11.6,4.6,8
C0022,2025-04-01,57,8,11,0,0.0,,8
C0022,2025-05-01,60,9,11,0,0.0,,8
C0022,2025-06-01,56,8,11,1,15.4,4.0,9
C0022,2025-07-01,58,8,11,3,6.9,3.9,8
C0022,2025-08-01,45,8,11,3,7.7,4.3,8
C0023,2024-09-01,339,30,36,3,9.8,,8
C0023,2024-10-01,339,30,36,12,8.1,4.3,8
C0023,2024-11-01,328,29,36,8,5.6,4.2,8
C0023,2024-12-01,250,26,36,26,31.9,,8
C0023,2025-01-01,212,22,36,29,23.3,3.3,8
C0023,2025-02-01,192,20,36,17,29.9,3.0,8
C0023,2025-03-01,214,21,36,11,11.6,,8
C0023,2025-04-01,236,22,36,6,8.6,,8
C0023,2025-05-01,260,23,36,5,6.8,4.1,8
C0023,2025-06-01,272,24,36,2,9.3,4.0,8
C0023,2025-07-01,283,25,36,7,5.7,4.1,8
C0023,2025-08-01,283,25,36,2,12.7,4.1,8
C0024,2024-09-01,62,7,10,0,0.0,,7
C0024,2024-10-01,54,7,10,0,0.0,,8
C0024,2024-11-01,64,7,10,3,14.7,,7
C0024,2024-12-01,58,7,10,3,9.2,3.6,8
C0024,2025-01-01,62,8,10,1,10.2,,9
C0024,2025-02-01,65,7,10,2,16.1,,7
C0024,2025-03-01,67,8,10,2,5.5,4.1,8
C0024,2025-04-01,66,7,10,1,7.5,4.2,8
C0024,2025-05-01,64,7,10,1,19.1,4.2,8
C0024,2025-06-01,64,8,10,2,6.9,4.1,8
C0024,2025-07-01,59,7,10,0,0.0,,9
C0024,2025-08-01,68,8,10,3,14.8,4.6,9
C0025,2024-09-01,141,10,14,3,6.0,4.6,7
C0025,2024-10-01,119,10,14,1,15.3,4.4,7
C0025,2024-11-01,158,10,14,1,12.4,4.4,8
C0025,2024-12-01,147,11,14,1,10.8,4.0,8
C0025,2025-01-01,158,10,14,2,3.9,,8
C0025,2025-02-01,129,10,14,4,15.3,4.8,8
C0025,2025-03-01,134,10,14,0,0.0,,8
C0025,2025-04-01,122,10,14,1,7.5,4.3,8
C0025,2025-05-01,144,10,14,2,4.7,4.2,8
C0025,2025-06-01,145,11,14,1,7.5,4.9,8
C0025,2025-07-01,132,10,14,2,3.0,5.0,9
C0025,2025-08-01,129,10,14,0,0.0,,9
C0026,2024-09-01,104,11,17,2,5.5,4.2,7
C0026,2024-10-01,120,12,17,1,8.0,5.0,8
C0026,2024-11-01,118,12,17,1,8.0,4.3,7
C0026,2024-12-01,119,13,17,3,11.0,4.3,8
C0026,2025-01-01,125,13,17,3,12.4,4.5,8
C0026,2025-02-01,125,12,17,0,0.0,,8
C0026,2025-03-01,118,13,17,0,0.0,,8
C0026,2025-04-01,106,11,17,1,9.6,4.4,8
C0026,2025-05-01,113,12,17,0,0.0,,9
C0026,2025-06-01,124,13,17,2,9.5,4.4,8
C0026,2025-07-01,112,13,17,3,13.2,4.4,9
C0026,2025-08-01,124,12,17,3,6.8,4.6,9
C0027,2024-09-01,572,41,56,15,8.0,4.6,8
C0027,2024-10-01,558,40,56,9,15.8,4.5,7
C0027,2024-11-01,544,39,56,11,4.4,,7
C0027,2024-12-01,558,40,56,10,10.1,4.2,8
C0027,2025-01-01,586,42,56,17,6.4,4.3,7
C0027,2025-02-01,614,44,56,6,10.0,4.2,7
C0027,2025-03-01,572,41,56,13,20.1,4.4,7
C0027,2025-04-01,303,35,56,13,10.9,4.1,6
C0027,2025-05-01,0,1,56,0,0.0,,0
C0027,2025-06-01,0,0,56,0,0.0,,0
C0027,2025-07-01,0,0,56,0,0.0,,0
C0027,2025-08-01,0,0,56,0,0.0,,0
C0028,2024-09-01,198,14,18,1,8.4,4.4,8
C0028,2024-10-01,176,13,18,3,5.1,4.2,7
C0028,2024-11-01,169,13,18,2,9.9,4.1,7
C0028,2024-12-01,149,12,18,1,6.3,4.1,6
C0028,2025-01-01,130,11,18,5,8.9,3.8,6
C0028,2025-02-01,112,10,18,7,9.4,3.7,5
C0028,2025-03-01,107,10,18,0,0.0,,5
C0028,2025-04-01,91,9,18,5,6.0,,4
C0028,2025-05-01,76,8,18,2,6.6,3.4,4
C0028,2025-06-01,63,7,18,1,10.9,3.4,3
C0028,2025-07-01,50,6,18,2,10.8,3.2,3
C0028,2025-08-01,0,1,18,0,0.0,,0
C0029,2024-09-01,80,7,9,2,7.3,4.4,7
C0029,2024-10-01,76,7,9,2,6.7,,7
C0029,2024-11-01,64,6,9,3,13.1,,8
C0029,2024-12-01,64,6,9,2,17.7,4.4,8
C0029,2025-01-01,69,7,9,1,20.2,,8
C0029,2025-02-01,66,7,9,0,0.0,,8
C0029,2025-03-01,70,7,9,1,9.0,4.8,8
C0029,2025-04-01,63,6,9,0,0.0,,8
C0029,2025-05-01,64,7,9,0,0.0,,8
C0029,2025-06-01,61,6,9,2,9.8,4.7,9
C0029,2025-07-01,62,6,9,2,8.9,4.5,9
C0029,2025-08-01,72,7,9,0,0.0,,9
C0030,2024-09-01,999,93,130,18,11.9,4.1,7
C0030,2024-10-01,1026,92,130,18,7.8,4.4,7
C0030,2024-11-01,1052,93,130,17,5.5,4.4,8
C0030,2024-12-01,1029,94,130,22,14.0,4.6,8
C0030,2025-01-01,939,87,130,12,6.2,4.2,8
C0030,2025-02-01,1102,95,130,11,6.5,3.9,8
C0030,2025-03-01,1033,92,130,19,18.5,4.1,8
C0030,2025-04-01,1051,99,130,24,24.2,4.1,8
C0030,2025-05-01,1062,96,130,15,14.4,4.3,8
C0030,2025-06-01,1107,98,130,16,9.4,4.9,8
C0030,2025-07-01,1096,90,130,16,8.3,4.3,9
C0030,2025-08-01,1064,92,130,15,19.5,4.4,8
C0031,2024-09-01,536,52,71,12,9.8,4.0,8
C0031,2024-10-01,528,49,71,12,10.1,3.9,7
C0031,2024-11-01,595,53,71,11,7.5,4.7,7
C0031,2024-12-01,500,51,71,11,11.7,4.2,8
C0031,2025-01-01,552,50,71,8,13.5,4.9,8
C0031,2025-02-01,628,52,71,8,7.8,4.5,8
C0031,2025-03-01,614,52,71,15,10.0,4.4,8
C0031,2025-04-01,555,52,71,6,13.3,4.0,8
C0031,2025-05-01,558,55,71,9,6.3,4.8,8
C0031,2025-06-01,592,52,71,6,5.6,4.4,9
C0031,2025-07-01,553,58,71,10,5.8,4.2,8
C0031,2025-08-01,602,51,71,7,10.7,4.5,9
C0032,2024-09-01,463,43,57,5,7.2,4.0,8
C0032,2024-10-01,336,39,57,8,11.0,4.2,7
C0032,2024-11-01,371,41,57,15,5.8,4.4,8
C0032,2024-12-01,367,39,57,6,12.3,,7
C0032,2025-01-01,409,44,57,7,9.2,3.8,8
C0032,2025-02-01,393,42,57,8,17.2,4.4,8
C0032,2025-03-01,360,41,57,5,9.2,4.5,8
C0032,2025-04-01,445,43,57,8,3.8,4.4,8
C0032,2025-05-01,358,41,57,3,15.6,4.9,9
C0032,2025-06-01,386,41,57,10,8.9,4.9,9
C0032,2025-07-01,416,41,57,11,6.6,,8
C0032,2025-08-01,400,42,57,5,7.3,4.8,9
C0033,2024-09-01,63,6,8,0,0.0,,7
C0033,2024-10-01,57,6,8,1,14.6,5.0,7
C0033,2024-11-01,52,5,8,1,9.6,,8
C0033,2024-12-01,63,6,8,1,10.1,4.1,8
C0033,2025-01-01,58,6,8,1,22.3,4.6,8
C0033,2025-02-01,61,6,8,0,0.0,,8
C0033,2025-03-01,57,6,8,0,0.0,,8
C0033,2025-04-01,65,6,8,2,9.5,4.4,8
C0033,2025-05-01,63,6,8,0,0.0,,8
C0033,2025-06-01,56,6,8,1,11.2,,8
C0033,2025-07-01,64,6,8,1,13.7,4.5,9
C0033,2025-08-01,62,6,8,2,6.4,4.8,9
C0034,2024-09-01,324,33,46,4,12.1,4.6,7
C0034,2024-10-01,327,32,46,8,8.9,4.2,7
C0034,2024-11-01,332,34,46,3,4.9,4.5,7
C0034,2024-12-01,319,34,46,7,11.3,4.6,8
C0034,2025-01-01,338,34,46,7,8.2,4.1,8
C0034,2025-02-01,310,34,46,8,9.9,4.1,8
C0034,2025-03-01,336,33,46,9,6.3,4.3,8
C0034,2025-04-01,298,32,46,3,18.2,4.0,8
C0034,2025-05-01,333,32,46,2,13.5,4.4,8
C0034,2025-06-01,338,35,46,2,8.5,4.5,8
C0034,2025-07-01,357,34,46,4,6.3,4.3,8
C0034,2025-08-01,294,32,46,4,17.4,4.8,9
C0035,2024-09-01,286,25,35,6,16.2,3.9,7
C0035,2024-10-01,319,26,35,3,6.0,4.2,7
C0035,2024-11-01,318,27,35,3,3.5,,7
C0035,2024-12-01,328,26,35,2,11.6,4.1,7
C0035,2025-01-01,295,26,35,2,9.3,4.2,8
C0035,2025-02-01,334,27,35,3,14.6,4.2,8
C0035,2025-03-01,319,25,35,2,7.5,,8
C0035,2025-04-01,325,25,35,6,10.5,,8
C0035,2025-05-01,306,26,35,5,5.5,,9
C0035,2025-06-01,321,26,35,5,7.9,4.6,9
C0035,2025-07-01,312,25,35,2,7.6,4.4,8
C0035,2025-08-01,337,25,35,4,5.8,4.1,9
C0036,2024-09-01,928,101,123,9,9.1,4.3,8
C0036,2024-10-01,811,92,123,13,5.3,4.2,7
C0036,2024-11-01,751,89,123,11,12.3,4.2,7
C0036,2024-12-01,653,81,123,13,14.0,,6
C0036,2025-01-01,584,76,123,15,8.0,3.9,6
C0036,2025-02-01,482,66,123,17,11.2,3.8,5
C0036,2025-03-01,395,57,123,12,7.8,,5
C0036,2025-04-01,387,59,123,11,9.5,3.7,4
C0036,2025-05-01,0,1,123,0,0.0,,0
C0036,2025-06-01,0,0,123,0,0.0,,0
C0036,2025-07-01,0,0,123,0,0.0,,0
C0036,2025-08-01,0,0,123,0,0.0,,0
C0037,2024-09-01,257,29,39,9,13.3,4.2,7
C0037,2024-10-01,244,29,39,9,7.3,4.9,7
C0037,2024-11-01,205,26,39,11,10.1,4.3,7
C0037,2024-12-01,273,29,39,5,12.7,4.1,8
C0037,2025-01-01,237,28,39,7,6.0,4.4,8
C0037,2025-02-01,245,29,39,7,8.7,4.6,8
C0037,2025-03-01,224,27,39,9,18.0,4.4,8
C0037,2025-04-01,245,27,39,8,13.4,4.8,8
C0037,2025-05-01,247,30,39,7,12.8,4.6,8
C0037,2025-06-01,208,27,39,5,5.6,4.2,9
C0037,2025-07-01,236,29,39,7,11.0,4.2,9
C0037,2025-08-01,257,28,39,6,5.2,4.3,9
C0038,2024-09-01,374,39,51,7,3.4,4.4,7
C0038,2024-10-01,299,36,51,8,4.7,4.7,7
C0038,2024-11-01,320,37,51,15,9.9,4.4,7
C0038,2024-12-01,339,40,51,7,19.8,,8
C0038,2025-01-01,370,38,51,5,8.0,,8
C0038,2025-02-01,314,37,51,4,9.1,,8
C0038,2025-03-01,398,43,51,3,7.1,,8
C0038,2025-04-01,360,38,51,5,9.3,4.3,8
C0038,2025-05-01,355,40,51,8,8.5,4.6,8
C0038,2025-06-01,337,41,51,5,7.2,4.3,8
C0038,2025-07-01,337,41,51,9,13.1,4.6,9
C0038,2025-08-01,386,41,51,6,9.4,4.4,9
C0039,2024-09-01,99,7,10,3,15.1,4.4,7
C0039,2024-10-01,98,7,10,1,12.7,4.1,8
C0039,2024-11-01,110,8,10,2,11.3,4.4,8
C0039,2024-12-01,96,7,10,2,7.9,,8
C0039,2025-01-01,110,8,10,3,11.8,4.5,8
C0039,2025-02-01,95,7,10,0,0.0,,8
C0039,2025-03-01,98,7,10,1,7.5,4.4,8
C0039,2025-04-01,106,8,10,0,0.0,,8
C0039,2025-05-01,112,7,10,1,10.9,4.7,8
C0039,2025-06-01,101,8,10,0,0.0,,9
C0039,2025-07-01,107,8,10,5,20.8,4.6,9
C0039,2025-08-01,107,8,10,0,0.0,,9
C0040,2024-09-01,212,27,32,5,10.4,4.2,8
C0040,2024-10-01,181,24,32,2,22.2,4.2,7
C0040,2024-11-01,166,23,32,3,13.7,3.8,7
C0040,2024-12-01,151,22,32,3,6.9,3.9,6
C0040,2025-01-01,131,20,32,4,15.1,3.8,6
C0040,2025-02-01,125,20,32,6,9.1,3.6,5
C0040,2025-03-01,95,16,32,3,12.2,3.7,5
C0040,2025-04-01,0,1,32,0,0.0,,0
C0040,2025-05-01,0,0,32,0,0.0,,0
C0040,2025-06-01,0,0,32,0,0.0,,0
C0040,2025-07-01,0,0,32,0,0.0,,0
C0040,2025-08-01,0,0,32,0,0.0,,0
C0041,2024-09-01,380,27,33,6,7.7,4.2,8
C0041,2024-10-01,380,27,33,7,7.2,4.3,8
C0041,2024-11-01,352,25,33,8,12.8,4.2,8
C0041,2024-12-01,366,26,33,8,7.5,4.1,8
C0041,2025-01-01,366,26,33,11,10.0,4.4,8
C0041,2025-02-01,366,26,33,6,5.7,4.2,8
C0041,2025-03-01,380,27,33,6,12.2,,8
C0041,2025-04-01,380,27,33,9,11.9,,8
C0041,2025-05-01,380,27,33,3,6.5,,8
C0041,2025-06-01,0,1,33,0,0.0,,0
C0041,2025-07-01,0,0,33,0,0.0,,0
C0041,2025-08-01,0,0,33,0,0.0,,0
C0042,2024-09-01,74,7,9,0,0.0,,7
C0042,2024-10-01,74,7,9,0,0.0,,7
